yt_id,standard,composer,artist,album,year,instrumentation,youtube_url,youtube_title,youtube_channel,notes,source,recording_mbid
JkxrCttCcHg,Sweet Georgia Brown,"Ben Bernie,Maceo Pinkard",Louis Armstrong,Louis Armstrong in Scandinavia,2007,trumpet with orchestra/vocal,https://www.youtube.com/watch?v=JkxrCttCcHg,Sweet Georgia Brown - Louis Armstrong,luchettodj94,Iconic Armstrong vocal and trumpet,musicbrainz,4d1e4047-b4a4-489d-a5ef-12fe8f0a5c55
2JyH1I2-tq8,Sweet Georgia Brown,"Ben Bernie,Maceo Pinkard",Sidney Bechet,Sidney Bechet in Switzerland,2014,clarinet/soprano sax with band,https://www.youtube.com/watch?v=2JyH1I2-tq8,"Sidney Bechet and Claude Luter - Sweet Georgia Brown - Paris, 1952",Heinz Becker,New Orleans master's exuberant version,musicbrainz,9bc997af-94a5-4303-b489-5c7140617809
lVaM12trCuM,Sweet Georgia Brown,"Ben Bernie,Maceo Pinkard",Oscar Peterson Trio,The Best of Oscar Peterson Trio,2001,piano trio,https://www.youtube.com/watch?v=lVaM12trCuM,"Oscar Peterson trio in Italy - WAVE, SWEET GEORGIA BROWN 1985",BirdsUnion,"Polished, swinging trio interpretation",musicbrainz,2e30c34e-7ce6-408d-b2f4-d7d893ecd4c7
-DHuW1h1wHw,Take Five,Paul Desmond,The Dave Brubeck Quartet,Time Out,1959,"piano quartet (alto sax, piano, bass, drums)",https://www.youtube.com/watch?v=-DHuW1h1wHw,"Dave Brubeck, The Dave Brubeck Quartet - Take Five (Audio)",Dave Brubeck,"The definitive original recording in 5/4 time, a landmark of cool jazz",musicbrainz,69db5ee7-2114-4dda-981d-d2aa8cba6f1f
JXi3rHqnAIU,Take Five,Paul Desmond,Paul Desmond,Take Five: The Best of Cool Saxophone,2004,"quartet (alto sax with guitar, bass, drums)",https://www.youtube.com/watch?v=JXi3rHqnAIU,"Desmond: Take Five / The Dave Brubeck Quartet, Live in Belgium, 1964",Dave Brubeck,Composer's own reinterpretation of his most famous tune,musicbrainz,1257c07e-b6b0-4c38-8df3-401c7aa7f535
-DHuW1h1wHw,Take Five,Paul Desmond,"The Dave Brubeck Trio, Gerry Mulligan",Live at the Berlin Philharmonie,1995,"quartet (baritone sax, piano, bass, drums)",https://www.youtube.com/watch?v=-DHuW1h1wHw,"Dave Brubeck, The Dave Brubeck Quartet - Take Five (Audio)",Dave Brubeck,Mulligan brings his baritone to the Brubeck classic live,musicbrainz,f5801074-9ff8-451c-8943-759b82eda1e1
hhq7fSrXn0c,Take Five,Paul Desmond,Al Jarreau,Look to the Rainbow,1989,vocal with jazz ensemble,https://www.youtube.com/watch?v=hhq7fSrXn0c,Al Jarreau 1976 -Take Five,tomgadd,"Famous vocalese version with lyrics, a Grammy-recognized rendition",musicbrainz,231c16e8-8e95-4627-a295-f27eb86d9b2d
sSPtWmavHxo,Take Five,Paul Desmond,George Benson,Bad Benson,1988,guitar quartet/combo,https://www.youtube.com/watch?v=sSPtWmavHxo,The HARDEST Solo I've Transcribed In YEARS! George Benson Take Five,Levi Clay,Soulful guitar-led interpretation,musicbrainz,af5bb759-aea0-403a-a595-ed070f0a83cd
uUPKeZ7tLaA,Take Five,Paul Desmond,Marian McPartland,Marian McPartland's Piano Jazz,2003,piano trio,https://www.youtube.com/watch?v=uUPKeZ7tLaA,"Dave Brubeck & Marian McPartland - ""Take Five""",SpatialBlues,Elegant piano-trio reading from a celebrated jazz pianist,musicbrainz,3ff10045-2ed5-4a29-a1bd-2c6426a19c2f
Ayil_Nq3pr0,Take Five,Paul Desmond,Toots Thielemans,East Coast West Coast,1994,harmonica with combo,https://www.youtube.com/watch?v=Ayil_Nq3pr0,Take Five,Toots Thielemans - Topic,Distinctive harmonica voicing of the melody,musicbrainz,d075d958-c8ca-45bf-a6f9-265f7f02ac69
88HlXiHo08k,Take Five,Paul Desmond,Marcin Wasilewski Trio,Standards (In memory of Marek Bliziński and Jarosław Śmietana),2016,piano trio,https://www.youtube.com/watch?v=88HlXiHo08k,"Take Five (P. Desmond) – Marcin Wądołowski Trio | Standards #polishjazz (Lemańczyk, Hornby)",SOLITON Poland,Modern European piano-trio reimagining,musicbrainz,f01ac5ba-9e82-457e-994d-98c4e893a63a
r2G1fKYFgVU,Take The A Train,Billy Strayhorn,Duke Ellington & His Orchestra,Giants of Jazz - Duke Ellington,1980,big band,https://www.youtube.com/watch?v=r2G1fKYFgVU,"Duke Ellington and His Famous Orchestra - Take the ""A"" Train (Audio)",DukeEllingtonVEVO,"The definitive original recording, Ellington's signature theme",musicbrainz,1eff4ecc-1137-4b6b-911c-74092b396db4
D6mFGy4g_n8,Take The A Train,Billy Strayhorn,Duke Ellington & His Orchestra,Duke Ellington and His Orchestra,1962,big band,https://www.youtube.com/watch?v=D6mFGy4g_n8,Duke Ellington and his Orchestra - Take The A Train (1962) [Official Video],StoryvilleRecords,Famous later live big band version featuring Paul Gonsalves,musicbrainz,208ca9a1-12e5-4c41-ab7f-d7baaa4083ed
D6mFGy4g_n8,Take The A Train,Billy Strayhorn,Ella Fitzgerald with Duke Ellington & His Orchestra,Compact Jazz: Duke Ellington and Friends,1991,vocal with big band,https://www.youtube.com/watch?v=D6mFGy4g_n8,Duke Ellington and his Orchestra - Take The A Train (1962) [Official Video],StoryvilleRecords,Iconic vocal interpretation with Ellington's band,musicbrainz,1bff238b-6bb6-4ab5-b487-ac6a1a7a2a3f
bm6LuXdVPsM,Take The A Train,Billy Strayhorn,Oscar Peterson,Oscar Peterson Plays Duke Ellington,1953,piano trio,https://www.youtube.com/watch?v=bm6LuXdVPsM,"Take The ""A"" Train",Oscar Peterson (The Estate of Oscar Peterson),Virtuosic piano trio reading,musicbrainz,828ae1f9-f573-4f40-9c2b-b600e6edb4ba
vAn_gyNcvN4,Take The A Train,Billy Strayhorn,Charles Mingus,Live at Montreux 1975,2004,solo piano,https://www.youtube.com/watch?v=vAn_gyNcvN4,Charles Mingus Sextet  - Feat.  Eric Dolphy  - Take The  A Train,All That Jazz Don Kaart,Distinctive reharmonized solo piano interpretation,musicbrainz,ff67a21a-a7c6-4417-af77-7e1728766490
DZO7QU0ZWW8,Take The A Train,Billy Strayhorn,Joe Henderson,The Standard Joe,1992,quintet,https://www.youtube.com/watch?v=DZO7QU0ZWW8,Take The A Train,Joe Henderson,Modern tenor sax take honoring composer Strayhorn,musicbrainz,76c1410e-9624-4130-92c6-6f36705adfb1
f7M3jRH7MvM,Take The A Train,Billy Strayhorn,Sun Ra and the Omniverse Jet Set Arkestra,The Complete Detroit Jazz Center Residency,2007,big band,https://www.youtube.com/watch?v=f7M3jRH7MvM,'Round Midnight' _ Sun Ra and the Omniverse Jet Set Arkestra,LoveCry M,Avant-garde Arkestra reimagining of the standard,musicbrainz,b05ee045-e8eb-482c-b180-5ce025186b60
z-zHSyBwh-I,Take The A Train,Billy Strayhorn,Sarah Vaughan,Masterpieces of Sarah Vaughan,1990,vocal with orchestra,https://www.youtube.com/watch?v=z-zHSyBwh-I,Sarah Vaughan - Take The A Train,Timjazznl ter Bals,Lush vocal version by a master interpreter,musicbrainz,2d76dda6-347d-4ee1-9cdb-492d650df004
34GiUu0wbNQ,Tenderly,Walter Gross,Sarah Vaughan,Don’t Blame Me / Tenderly,1946,vocal with orchestra,https://www.youtube.com/watch?v=34GiUu0wbNQ,Sarah Vaughan with George Treadwell Orchestra - Tenderly,60otaku4,Definitive early vocal reading; signature song for Vaughan,musicbrainz,1b85b4a6-405c-4a42-b470-03b82099ce22
meTBMQkcGhQ,Tenderly,Walter Gross,Art Tatum,The Chronological Classics: Art Tatum 1949-1953,2006,solo piano,https://www.youtube.com/watch?v=meTBMQkcGhQ,Tenderly (1949) Art Tatum,Freddy Pérez Ortiz,Dazzling virtuoso solo-piano interpretation,musicbrainz,5afa7428-8639-4445-8fe8-c3caca5cbbc3
XKN5jd7mkTM,Tenderly,Walter Gross,Erroll Garner,The Chronological Classics: Erroll Garner 1949,2000,solo piano,https://www.youtube.com/watch?v=XKN5jd7mkTM,Tenderly,Erroll Garner,"Lush, romantic Garner trademark performance",musicbrainz,6675e7e2-9572-4ca7-a306-f41a161bd530
nOzDXAs3imA,Tenderly,Walter Gross,"Rosemary Clooney, Percy Faith and His Orchestra",Rosie’s Greatest Hits,1958,vocal with orchestra,https://www.youtube.com/watch?v=nOzDXAs3imA,Rosemary Clooney with Percy Faith and His Orchestra  - Tenderly,All That Jazz Don Kaart,Hit pop-vocal rendition,musicbrainz,66cfdc21-337b-4e07-af84-17518e780402
CFFRLOkYYes,Tenderly,Walter Gross,The Clifford Brown–Max Roach Quintet,The Historic California Concerts 1954,2005,quintet,https://www.youtube.com/watch?v=CFFRLOkYYes,Clifford Brown - Tenderly (with Max Roach),NA,Hard-bop trumpet showcase,musicbrainz,d9f962bf-dbbe-4c43-9d3e-210e52f1443a
GQYUu3ubs8Q,Tenderly,Walter Gross,Bill Evans Trio,Everybody Digs Bill Evans,1959,piano trio,https://www.youtube.com/watch?v=GQYUu3ubs8Q,Bill Evans Trio - Tenderly (Remastered 2024 - Official Audio),Bill Evans,Lyrical modern piano-trio treatment,musicbrainz,ca52557b-b0f9-4607-b308-224187a65fb4
QsWHdyrwWI8,Tenderly,Walter Gross,"Ben Webster, Dave Frishberg, Richard Davis, Grady Tate",Valentine's Day 1964 Live,2018,tenor saxophone quartet,https://www.youtube.com/watch?v=QsWHdyrwWI8,Ben Webster - 52nd Street Theme,Dot Time Records,"Breathy, romantic tenor ballad master class",musicbrainz,8460a68a-9423-4b6f-9136-0d513febeb16
hCdpT1a4t1M,Tenderly,Walter Gross,"Oscar Peterson, Ray Brown",The Classic Years,2006,piano with bass,https://www.youtube.com/watch?v=hCdpT1a4t1M,Tenderly - Oscar Peterson Trio,Jazz City 500,Swinging duo interpretation by piano giant,musicbrainz,c47d32ff-005d-47b7-aa2d-1b7c85c6afd0
sx0TLkdWFEU,The Girl From Ipanema,Antonio Carlos Jobim,"Stan Getz, João Gilberto, Astrud Gilberto",Autour de minuit,1989,"vocal with bossa nova combo (sax, guitar, piano)",https://www.youtube.com/watch?v=sx0TLkdWFEU,01.- The Girl From Ipanema - Getz / Gilberto - Stan Getz & Joao Gilberto,Jazz & Blues,The definitive landmark recording that won Record of the Year,musicbrainz,7f68f674-7d3a-4510-a142-b73a9c4e4eb7
QBmPMIZ1gq8,The Girl From Ipanema,Antonio Carlos Jobim,"Frank Sinatra, Antônio Carlos Jobim",Sinatra/Jobim: The Complete Reprise Recordings,1967,vocal with orchestra,https://www.youtube.com/watch?v=QBmPMIZ1gq8,"Frank Sinatra, Antonio Carlos Jobim - The Girl From Ipanema (Audio)",Frank Sinatra,Iconic Sinatra-Jobim collaboration,musicbrainz,48e9666b-ae1f-4c64-9977-d61d3e9fb57d
xVlQrjak9Kk,The Girl From Ipanema,Antonio Carlos Jobim,Antônio Carlos Jobim,"The Composer of Desafinado, Plays",1963,orchestral instrumental,https://www.youtube.com/watch?v=xVlQrjak9Kk,Flor da Saudade - The Girl from Ipanema (Antônio Carlos Jobim),AramisEntertainment,Composer's own instrumental rendition,musicbrainz,2a09dd60-b4f1-48c9-bc43-236482aa76b5
55qFfWIMmak,The Girl From Ipanema,Antonio Carlos Jobim,The Oscar Peterson Trio,We Get Requests,1964,piano trio,https://www.youtube.com/watch?v=55qFfWIMmak,The Girl From Ipanema (Garota De Ipanema),Oscar Peterson (The Estate of Oscar Peterson),Elegant jazz piano trio interpretation,musicbrainz,e8f6d354-e6da-4424-8e38-027c9cf7e149
0mEAPqxED70,The Girl From Ipanema,Antonio Carlos Jobim,Ella Fitzgerald,Ella in Hamburg,1965,vocal with orchestra,https://www.youtube.com/watch?v=0mEAPqxED70,Ella Fitzgerald Girl From Ipanema 1965,corporalhenshaw,Gender-flipped 'Boy From Ipanema' by a vocal great,musicbrainz,7d9f71b5-f1ae-4928-ae64-dc5e97fef078
55WiV22HJgU,The Girl From Ipanema,Antonio Carlos Jobim,Eliane Elias,Fantasia,1992,vocal/piano with Brazilian combo,https://www.youtube.com/watch?v=55WiV22HJgU,The Girl From Ipanema,Eliane Elias Official,Authentic modern Brazilian reading,musicbrainz,d5fa3b66-7eca-473b-8b06-b6de19a33f6c
BymV2f2FAFA,The Girl From Ipanema,Antonio Carlos Jobim,The Charlie Byrd Trio,The Bossa Nova Years,1991,guitar trio,https://www.youtube.com/watch?v=BymV2f2FAFA,The Charlie Byrd Trio - The Girl From Ipanema (Official Audio),Charlie Byrd,Bossa nova pioneer's guitar trio version,musicbrainz,010535a9-d4fa-4c2d-b8fb-3653e61bab27
_S4Kn97oXFc,The Girl From Ipanema,Antonio Carlos Jobim,Sarah Vaughan,Masterpieces of Sarah Vaughan,1990,vocal with orchestra,https://www.youtube.com/watch?v=_S4Kn97oXFc,Sarah Vaughan - The Boy From Ipanema,Amaraa Tsoodol,Definitive jazz vocal interpretation,musicbrainz,3de29cc2-0577-4cff-9818-3dc8de8e6923
CRPq3bcBHjg,The Nearness Of You,Hoagy Carmichael,Glenn Miller & His Orchestra,The Nearness of You,1955,big band with vocal,https://www.youtube.com/watch?v=CRPq3bcBHjg,"1940 HITS ARCHIVE: The Nearness Of You - Glenn Miller (Ray Eberle, vocal)",The78Prof,Early definitive big-band hit version of the tune,musicbrainz,f37b25c8-be5f-46db-95cc-2e0c5e60614f
oNCB3AZr3_g,The Nearness Of You,Hoagy Carmichael,Sarah Vaughan,"You’re Mine, You / The Nearness of You",1950,vocal with trio,https://www.youtube.com/watch?v=oNCB3AZr3_g,Sarah Vaughan - The Nearness Of You,Timjazznl ter Bals,Sublime vocal interpretation by a master balladeer,musicbrainz,bf95c7d6-d8cc-497b-adc7-0948111acb76
4W5pJNwfC2U,The Nearness Of You,Hoagy Carmichael,"Charlie Parker, Woody Herman & the Herd",Bird With the Herd,1972,alto saxophone with orchestra,https://www.youtube.com/watch?v=4W5pJNwfC2U,The Nearness of You,Flip Phillips - Topic,Bird's lyrical bebop alto reading,musicbrainz,1c022caa-871f-402b-9c70-21ac3d1caebb
AqQZNj1JbbE,The Nearness Of You,Hoagy Carmichael,"Ben Webster, The Modern Jazz Quartet",1953: An Exceptional Encounter,2001,tenor saxophone with quartet,https://www.youtube.com/watch?v=AqQZNj1JbbE,The Nearness of You (feat. Ben Webster),The Modern Jazz Quartet - Topic,Webster's breathy tenor at its most romantic,musicbrainz,0bc74b9e-e2bb-44fc-a176-e6568d169058
sYunmzoguJg,The Nearness Of You,Hoagy Carmichael,"Ella Fitzgerald, Louis Armstrong",Ella and Louis,1956,vocal duet with trio,https://www.youtube.com/watch?v=sYunmzoguJg,The Nearness of You   Ella Fitzgerald and Louis Armstrong,Nagao Tani,Iconic Ella-and-Louis duet rendition,musicbrainz,9f82211e-d44f-4ba1-916c-4c5cbc557d17
hsczuCzyUs4,The Nearness Of You,Hoagy Carmichael,Norah Jones,"House of Blues, Chicago",2002,vocal with piano,https://www.youtube.com/watch?v=hsczuCzyUs4,The Nearness Of You,Norah Jones,Intimate modern crossover ballad version,musicbrainz,304a3100-8d6a-42ca-8e9c-2a396164b423
8kqaVy6FiYs,The Nearness Of You,Hoagy Carmichael,Houston Person,The Nearness of You,1977,tenor saxophone quartet,https://www.youtube.com/watch?v=8kqaVy6FiYs,Houston Person   The Nearness Of You,Danny Jarvis,"Soulful tenor balladry, a signature feature",musicbrainz,436a269f-287a-44f3-8ce4-1261a4561a83
wxXqR9ws0Dc,The Nearness Of You,Hoagy Carmichael,Bill Charlap,Stardust — The Bill Charlap Trio Plays the Music of Hoagy Carmichael,2002,piano trio,https://www.youtube.com/watch?v=wxXqR9ws0Dc,The Nearness Of You,Bill Charlap - Topic,Refined modern piano-trio interpretation,musicbrainz,39fbf10d-6cac-4ad1-b43e-b15595c680f4
42dxF5OBUxc,The Song Is You,Jerome Kern,Frank Sinatra,The Lamplighter’s Serenade / The Song Is You,1942,vocal with orchestra,https://www.youtube.com/watch?v=42dxF5OBUxc,"Tommy Dorsey, Frank Sinatra, Axel Stordahl - The Song Is You",Jazz Everyday!,Classic Sinatra reading with Axel Stordahl's lush arrangement,musicbrainz,ed13468e-60a8-4fba-954e-9013b093d737
JfMJCq1-jAU,The Song Is You,Jerome Kern,Charlie Parker,The Chronological Classics: Charlie Parker 1952-1954,1953,alto saxophone quartet,https://www.youtube.com/watch?v=JfMJCq1-jAU,The Song Is You,Charlie Parker,Bebop benchmark interpretation by Bird,musicbrainz,7be653d7-11f3-470d-ba15-e55873174e6c
Pu-0vBaZmc0,The Song Is You,Jerome Kern,Clifford Brown & Max Roach Quintet,More Live at the Bee Hive,2006,quintet,https://www.youtube.com/watch?v=Pu-0vBaZmc0,Clifford Brown & Max Roach Quintet - Sandu,60otaku4,Brilliant up-tempo hard bop classic,musicbrainz,0caaf1f5-f11a-4869-a25a-f149f14412d2
hAP-tL-3IMc,The Song Is You,Jerome Kern,Stan Getz,The Complete Roost Studio Sessions,2014,quintet,https://www.youtube.com/watch?v=hAP-tL-3IMc,The Song Is You (feat. Horace Silver & Jimmy Raney),Stan Getz,Lyrical Getz with Jimmy Raney and Horace Silver,musicbrainz,d7cfb73d-7e32-4442-9f91-cc5f7880adf7
qUPLd0Nsifs,The Song Is You,Jerome Kern,The Oscar Peterson Trio,The Complete Clef/Mercury Studio Recordings of the Oscar Peterson Trio (1951–1953),2008,piano trio,https://www.youtube.com/watch?v=qUPLd0Nsifs,The Song Is You,Oscar Peterson (The Estate of Oscar Peterson),Virtuosic swinging trio performance,musicbrainz,cb582acb-e429-43d7-8f21-c4743586cc0d
ED2Id5ZsOE4,The Song Is You,Jerome Kern,Sonny Rollins,Sonny Rollins and the Contemporary Leaders,1988,tenor saxophone quartet,https://www.youtube.com/watch?v=ED2Id5ZsOE4,Sonny Rollins - The Song Is You (Official Visualizer),Sonny Rollins,Robust Rollins tenor statement,musicbrainz,ff2ee2fe-549a-41e8-aa97-2244a823d571
bnrvFi04D1c,The Song Is You,Jerome Kern,"Keith Jarrett, Gary Peacock, Jack DeJohnette",Still Live,1988,piano trio,https://www.youtube.com/watch?v=bnrvFi04D1c,The Song Is You,Keith Jarrett,Definitive modern Standards Trio interpretation,musicbrainz,c7d5028b-7607-453d-8d6d-ce41d6b439a7
RJuDAlygfuQ,The Song Is You,Jerome Kern,"Lee Konitz, Brad Mehldau, Charlie Haden",Alone Together,1997,saxophone trio,https://www.youtube.com/watch?v=RJuDAlygfuQ,The Song Is You,Lee Konitz - Topic,"Intimate, exploratory contemporary version",musicbrainz,ab376864-2ff9-469d-8bb9-8ba493ccbb59
dIW_Ah0wg-w,The Way You Look Tonight,Jerome Kern,Fred Astaire,The Great American Composers: Jerome Kern,1990,vocal with orchestra,https://www.youtube.com/watch?v=dIW_Ah0wg-w,The Way You Look Tonight,Antonio,Original Oscar-winning film introduction of the song,musicbrainz,ea7785d8-fc86-4e94-991e-e4251689e25d
P94BqFv-lUE,The Way You Look Tonight,Jerome Kern,Billie Holiday with Teddy Wilson and His Orchestra,Easy to Love / The Way You Look Tonight,1936,vocal with swing band,https://www.youtube.com/watch?v=P94BqFv-lUE,Billie Holiday - The Way You Look Tonight (Take 2 - Official Audio) ft. Teddy Wilson,Billie Holiday,Definitive early swing-era vocal classic,musicbrainz,a96ebb69-a504-4649-955e-18d6198c9371
YFham2Xu6nA,The Way You Look Tonight,Jerome Kern,Frank Sinatra,The Music Stopped / I Couldn’t Sleep a Wink Last Night / The Way You Look Tonight,1944,vocal with orchestra,https://www.youtube.com/watch?v=YFham2Xu6nA,The Way You Look Tonight (2008 Remastered),Frank Sinatra,Quintessential crooner ballad reading with Stordahl arrangement,musicbrainz,d9dfcba4-8b59-42db-81d0-b60caaf23fbe
sbSOpOffGTI,The Way You Look Tonight,Jerome Kern,Thelonious Monk with Sonny Rollins,Thelonious Monk & Sonny Rollins,1956,quartet,https://www.youtube.com/watch?v=sbSOpOffGTI,The Way You Look Tonight by Thelonious Monk from 'Thelonious Monk and Sonny Rollins',Thelonious Monk,Bebop landmark with Monk and Rollins,musicbrainz,931cc3c9-c11a-450b-9af8-cb5f1552ff6f
HQe9zbtTqhA,The Way You Look Tonight,Jerome Kern,Erroll Garner Trio,Rhapsody,1950,piano trio,https://www.youtube.com/watch?v=HQe9zbtTqhA,The Way You Look Tonight,Erroll Garner,Garner's exuberant trio treatment,musicbrainz,aa31a434-35da-4bd6-aa38-977e359eff5d
kx0VlB1Xq_E,The Way You Look Tonight,Jerome Kern,Oscar Peterson Trio,The Complete Clef/Mercury Studio Recordings of the Oscar Peterson Trio (1951–1953),2008,piano trio,https://www.youtube.com/watch?v=kx0VlB1Xq_E,The Way You Look Tonight,Oscar Peterson (The Estate of Oscar Peterson),Virtuosic swinging trio version,musicbrainz,3e32d58c-135f-4cf5-8c6b-e40983fbec4f
U0vU3F3-M2s,The Way You Look Tonight,Jerome Kern,"Keith Jarrett, Gary Peacock, Jack DeJohnette",Standards Live,1986,piano trio,https://www.youtube.com/watch?v=U0vU3F3-M2s,The Way You Look Tonight,Keith Jarrett,Modern standards-trio benchmark,musicbrainz,ee763978-3849-4a29-bb25-198367d1f458
MiFyCtt8T0E,The Way You Look Tonight,Jerome Kern,Stan Getz with Chet Baker,West Coast Live,1997,quintet,https://www.youtube.com/watch?v=MiFyCtt8T0E,The Way You Look Tonight,Stan Getz,Cool-jazz pairing of two lyrical voices,musicbrainz,ede48cf2-2fa2-4f3b-a6d9-3c0a51c8a18b
e9HvZAOg4so,There Is No Greater Love,Isham Jones,Isham Jones' Orchestra,Life Begins When You're in Love / There Is No Greater Love,1936,big band,https://www.youtube.com/watch?v=e9HvZAOg4so,"There is no greater love,  composed by Isham Jones.",Broadway Orchestra,Composer's original recording of the tune,musicbrainz,37d1974b-0b44-47d3-8386-45ae06a04730
lvEkfuoCkZM,There Is No Greater Love,Isham Jones,Billie Holiday,Compact Jazz: Billie Holiday Live,1989,vocal with orchestra,https://www.youtube.com/watch?v=lvEkfuoCkZM,Billie Holiday-There is No Greater Love (LIVE),bilieholidayonline,Definitive vocal interpretation,musicbrainz,325149b5-62c4-4a03-b679-bb876ceb1eb3
8ydw3BRvDEM,There Is No Greater Love,Isham Jones,Dinah Washington & Clifford Brown,Clifford Brown & The Ladies of Jazz,2012,vocal with quintet,https://www.youtube.com/watch?v=8ydw3BRvDEM,Dinah Washington & Clifford Brown - 1954 - Dinah Jams - 05 There Is No Greater Love,JazzTube,Celebrated vocal-trumpet collaboration,musicbrainz,0018980a-e998-4495-bbfb-9cd780a2f7e2
4ZBCxqtZP2o,There Is No Greater Love,Isham Jones,Miles Davis Quintet,Miles,1956,quintet,https://www.youtube.com/watch?v=4ZBCxqtZP2o,Miles Davis - There Is No Greater Love (Official Visualizer)- from MILES:The New Miles Davis Quintet,Miles Davis,Hard-driving 1960s quintet reading,musicbrainz,4cb0bb3b-0f02-4adf-aeda-533498857bdd
JJaF12EdhjI,There Is No Greater Love,Isham Jones,Sonny Rollins,"The Encyclopedia of Jazz, Part 5/5: Modern Jazz - Cool Jazz",2008,saxophone trio,https://www.youtube.com/watch?v=JJaF12EdhjI,Sonny Rollins There is no Greater Love 1973,Hermer06,Robust tenor trio treatment,musicbrainz,0d50230a-aeca-4d22-91eb-865da5a7dd9a
-oLjDg80DNA,There Is No Greater Love,Isham Jones,The Oscar Peterson Trio,The London House Sessions,1996,piano trio,https://www.youtube.com/watch?v=-oLjDg80DNA,There Is No Greater Love,Oscar Peterson (The Estate of Oscar Peterson),Swinging benchmark piano trio version,musicbrainz,dc8ea579-c473-4127-a993-5153b6086542
Z_viOHybgQE,There Is No Greater Love,Isham Jones,Stan Getz & Kenny Barron,People Time,1992,saxophone and piano duo,https://www.youtube.com/watch?v=Z_viOHybgQE,Stan Getz-Kenny Barron-(there is)NO GREATER LOVE-Tribute cover drums(audio),jazzmirdr,Intimate late-career duo recording,musicbrainz,e2737c5c-1243-46fa-b799-8c7d23363d29
3YGjWjgiuJk,There Is No Greater Love,Isham Jones,Wynton Kelly Trio with Wes Montgomery,Smokin’ in Seattle: Live at the Penthouse,2017,guitar with piano trio,https://www.youtube.com/watch?v=3YGjWjgiuJk,There Is No Greater Love (Live),Release - Topic,Landmark live guitar quartet performance,musicbrainz,372399bb-bd8f-4473-a14f-853b5fb3d7f3
3xpcBx1Gm-c,There Will Never Be Another You,Harry Warren,Chet Baker,Californian Jam Sessions,2004,trumpet quartet,https://www.youtube.com/watch?v=3xpcBx1Gm-c,Chet Baker - There Will Never Be Another You,Florian Haug,Iconic West Coast cool reading by Baker,musicbrainz,d660239f-6f47-4758-9925-863c4b77b585
zk0vk5MY8iI,There Will Never Be Another You,Harry Warren,Sonny Rollins,Trio in Stockholm 1959 - St Thomas,1984,tenor saxophone quartet,https://www.youtube.com/watch?v=zk0vk5MY8iI,There Will Never Be Another You (1995 Remastered),Sonny Rollins,"Landmark tenor performance, hard-bop classic",musicbrainz,a24fedc2-c644-41b3-b109-f4de05b41a70
D3IGe2m--7U,There Will Never Be Another You,Harry Warren,Dexter Gordon,Come Rain or Come Shine,1989,tenor saxophone quartet,https://www.youtube.com/watch?v=D3IGe2m--7U,Dexter Gordon Quartet - There Will Never Be Another You,rujazz,Definitive Blue Note tenor version with Sonny Clark,musicbrainz,bc1791a3-d9cf-4401-b84d-05f6e2f36947
SsekKA-_FNw,There Will Never Be Another You,Harry Warren,Lester Young with the Oscar Peterson Trio,Lester Young with the Oscar Peterson Trio #2,1954,tenor saxophone with rhythm,https://www.youtube.com/watch?v=SsekKA-_FNw,There Will Never Be Another You,Lester Young - Topic,"Lyrical, swinging Prez interpretation",musicbrainz,65803480-aa5d-46c7-91a2-cf58ce85de51
dYVQa4vHDOE,There Will Never Be Another You,Harry Warren,Sarah Vaughan,Live at the 1971 Monterey Jazz Festival,2007,vocal with orchestra,https://www.youtube.com/watch?v=dYVQa4vHDOE,Sarah Vaughan “There Will Never Be Another You” (1970),SassysBlues,Premier vocal rendition,musicbrainz,cdfde67b-5ea8-4fd5-8d68-d45bc5c374ee
ObIT8iioWvU,There Will Never Be Another You,Harry Warren,Wes Montgomery with the Billy Taylor Trio,Wes Montgomery and the Billy Taylor Trio,2006,guitar with trio,https://www.youtube.com/watch?v=ObIT8iioWvU,There Will Never Be Another You,Wes Montgomery,Celebrated up-tempo guitar showcase,musicbrainz,895ebf38-6316-432f-8c43-a34a87dee169
BWBhiLzvX8Y,There Will Never Be Another You,Harry Warren,Art Pepper,Everything Happens To Me: 1959 - Live At The Cellar,2026,alto saxophone quartet,https://www.youtube.com/watch?v=BWBhiLzvX8Y,Art Pepper - There Will Never Be Another You (Official Audio),Art Pepper,Fiery live alto performance,musicbrainz,b9b86dc0-0fb1-4ab2-b3ff-4b1e1464feaa
EJ8iAGoWB9g,There Will Never Be Another You,Harry Warren,Hank Mobley,The Jazz Message of Hank Mobley,1956,tenor saxophone quartet,https://www.youtube.com/watch?v=EJ8iAGoWB9g,Hank Mobley - There Will Never Be Another You,Erlendur Svavarsson,Hard-bop standard reading,musicbrainz,43c67cbe-dddf-4f4f-b25f-355cca60e7c6
1BKwWdkjFPE,Things Ain’t What They Used To Be,Mercer Ellington,Johnny Hodges and His Orchestra,The Indispensable Duke Ellington and the Small Groups - Vol.9/10 (1940-1946),1985,big band,https://www.youtube.com/watch?v=1BKwWdkjFPE,Things Ain't What They Used To Be (1995 Remastered),Johnny Hodges - Topic,"Original 1941 recording under Hodges, the tune's debut",musicbrainz,8684c4e5-8aef-4d38-bed4-e71e0214e641
